method_id,feature,coefficient,ridge_alpha,fit_split,main_feature_fallback,delay_condition
short_term_ridge_proxy,action_15,0.06843992986542702,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
short_term_ridge_proxy,action_17,0.09788672640594598,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
short_term_ridge_proxy,action_18,-0.009840078651908613,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
short_term_ridge_proxy,action_other,-0.020937895487645797,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
short_term_ridge_proxy,lag_proxy_mean,0.14884113085416573,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
short_term_ridge_proxy,log1p_lag_proxy_count,0.03254419075203252,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,intercept,2.6113358656751258,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_39,-0.024199185525352718,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_28,0.0549574361558971,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_9,0.05501885005070761,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_12,-0.04420634517001609,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_34,-0.08258460165973514,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_3,0.1765798656113855,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_11,-0.0071908932822367655,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_6,0.0527895014420936,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_2,-0.10281426890611911,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_25,0.03516662894354572,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_19,-0.02233252436689387,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_20,0.1919020396992117,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_7,0.0339872798421581,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_1,-0.1295107894084535,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_5,-0.14051645863747542,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_8,-0.11527077297168775,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_13,-0.05190445497832391,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_15,0.0595844076743397,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_17,0.08605886110817895,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_18,-0.02069248565677473,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,action_other,-0.004822089964604537,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,lag_proxy_mean,0.1457733545422184,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,log1p_lag_proxy_count,0.017013408706952227,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,ewma_proxy_mean,0.13078694637043498,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_ewma_ridge_proxy,log1p_ewma_updates,0.04956842066276934,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,independent_matched_delay_pool
history_mean_static,history_action_target_mean,1.0,,history_standard_only,not_applicable_history_static_control,independent_matched_delay_pool
short_term_ridge_proxy,intercept,2.6076118969200053,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_39,-0.035161655339126074,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_28,0.05748291205315681,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_9,0.05549832626089923,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_12,-0.05446632138621643,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_34,-0.09476652138312014,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_3,0.18786177071440768,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_11,-0.00914255168362299,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_6,0.05530963321312132,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_2,-0.11393013681803765,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_25,0.038720369862614845,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_19,-0.020971008848401418,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_20,0.2053221614324432,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_7,0.043447309440638904,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_1,-0.13328840246569618,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_5,-0.14737827950839666,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_8,-0.11840307663586724,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_13,-0.05168321104095863,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_15,0.06843992986542702,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_17,0.09788672640594598,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_18,-0.009840078651908613,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,action_other,-0.020937895487645797,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,lag_proxy_mean,0.14884113085416573,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
short_term_ridge_proxy,log1p_lag_proxy_count,0.03254419075203252,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,intercept,2.6113358656751258,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_39,-0.024199185525352718,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_28,0.0549574361558971,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_9,0.05501885005070761,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_12,-0.04420634517001609,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_34,-0.08258460165973514,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_3,0.1765798656113855,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_11,-0.0071908932822367655,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_6,0.0527895014420936,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_2,-0.10281426890611911,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_25,0.03516662894354572,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_19,-0.02233252436689387,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_20,0.1919020396992117,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_7,0.0339872798421581,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_1,-0.1295107894084535,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_5,-0.14051645863747542,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_8,-0.11527077297168775,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_13,-0.05190445497832391,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_15,0.0595844076743397,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_17,0.08605886110817895,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_18,-0.02069248565677473,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,action_other,-0.004822089964604537,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,lag_proxy_mean,0.1457733545422184,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,log1p_lag_proxy_count,0.017013408706952227,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,ewma_proxy_mean,0.13078694637043498,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_ewma_ridge_proxy,log1p_ewma_updates,0.04956842066276934,4.0,history_standard_only,completed_history_plus_earlier_main_bins_only,action_value_coupled_matched_delay_pool
history_mean_static,history_action_target_mean,1.0,,history_standard_only,not_applicable_history_static_control,action_value_coupled_matched_delay_pool
