figure_id,panel_id,experiment_id,subexperiment_id,setting_id,method_id,method_display_name,information_interface,reference_role,diagnostic_only,deployable,metric_id,metric_formula_id,x_id,x_value,x_display_label,y_value,ci_lower,ci_upper,ci_level,uncertainty_unit,n_seeds,n_bootstrap,n_events,n_users,filter_id,filter_description,run_mode,paper_result,notes
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,geometric_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,2.0,Geometric,0.03919980491239379,0.0385951005432103,0.04024210973703398,0.95,shared_simulation_seed,3,2000,14937,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,geometric_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,2.0,Geometric,0.034591557624160475,0.032097640050065324,0.03637186521901216,0.95,shared_simulation_seed,3,2000,14937,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,geometric_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,2.0,Geometric,0.03357320830212609,0.031721474914138154,0.034866889563711104,0.95,shared_simulation_seed,3,2000,14937,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,geometric_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,2.0,Geometric,0.03333049736038549,0.02878255960705199,0.03598824532856716,0.95,shared_simulation_seed,3,2000,14937,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,3.0,Mixture,0.07199079127973253,0.0690300716047146,0.0778493146963922,0.95,shared_simulation_seed,3,2000,14646,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,3.0,Mixture,0.045425134966461646,0.043001056718927365,0.04850869370720868,0.95,shared_simulation_seed,3,2000,14646,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,3.0,Mixture,0.07173455852092654,0.06955410413902281,0.07560323709325918,0.95,shared_simulation_seed,3,2000,14646,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,3.0,Mixture,0.06255013802747438,0.062087532024348635,0.06298061282144386,0.95,shared_simulation_seed,3,2000,14646,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,3.0,Mixture,0.041060617623741996,0.04039964971952723,0.04181228317153415,0.95,shared_simulation_seed,3,2000,14646,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,mixture_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,3.0,Mixture,0.06342512186026904,0.05967687757690875,0.06616890615610904,0.95,shared_simulation_seed,3,2000,14646,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,4.0,State structural,0.10725189104790518,0.09691869401724158,0.11444727788107135,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,4.0,State structural,0.041471602864821766,0.04046176249703329,0.0423126676047072,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,4.0,State structural,0.10906845363693392,0.09850852469660426,0.11805999918858522,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,4.0,State structural,0.10694026989325815,0.09737640922023118,0.11607366086717398,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,4.0,State structural,0.03876509427141454,0.03786031720802022,0.03997086586748865,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,matched_mean_delay,state_structural_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,4.0,State structural,0.10313612241011887,0.09640498643797309,0.10951820789708618,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_good_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,5.0,Good proxy,0.10973526020375697,0.09721083979368215,0.12451789964418251,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_good_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,5.0,Good proxy,0.04242177408565801,0.040331087612236534,0.045041425005906,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_good_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,5.0,Good proxy,0.10928670997976286,0.09655481571496234,0.12316798352836471,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_good_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,5.0,Good proxy,0.1049555826524325,0.09627443547305807,0.11197174312768828,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_good_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,5.0,Good proxy,0.03938875418832043,0.03807553421147922,0.04108792013634278,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_good_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,5.0,Good proxy,0.10453844815069145,0.0960564674350637,0.11120493506506117,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_bad_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,6.0,Bad proxy,0.10848477333704261,0.10054972871187216,0.11931608182248288,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_bad_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,6.0,Bad proxy,0.041747848377295095,0.04091478907647318,0.042900545836650865,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_bad_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,6.0,Bad proxy,0.09621533718566067,0.0875669248483547,0.1053847231695143,0.95,shared_simulation_seed,3,2000,14140,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_bad_matched_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,6.0,Bad proxy,0.10445716913257776,0.09247786362365966,0.11220358422898762,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_bad_matched_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,6.0,Bad proxy,0.03738729568878452,0.03553391486511058,0.0395720275368337,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,proxy_quality_diagnostic,proxy_bad_matched_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,6.0,Bad proxy,0.09383420397879023,0.0843218875445278,0.1024362228950228,0.95,shared_simulation_seed,3,2000,14140,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,policy_dependent_stress_test,action_structural_stress,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,7.0,Action structural stress,0.11664135188629597,0.10342930422997293,0.1429638865326642,0.95,shared_simulation_seed,3,2000,14079,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,policy_dependent_stress_test,action_structural_stress,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,7.0,Action structural stress,0.04248122261711599,0.04081903060643176,0.04569791331607052,0.95,shared_simulation_seed,3,2000,13898,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_true_mass,exp1_controlled_validity,policy_dependent_stress_test,action_structural_stress,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,7.0,Action structural stress,0.11128020908156307,0.10077648474849817,0.12932520274304155,0.95,shared_simulation_seed,3,2000,14003,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,policy_dependent_stress_test,action_structural_stress,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,7.0,Action structural stress,0.11205980941862721,0.10440869323669195,0.11765953984532958,0.95,shared_simulation_seed,3,2000,14126,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,policy_dependent_stress_test,action_structural_stress,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,7.0,Action structural stress,0.0405879893631868,0.03899672922852308,0.041667606047616344,0.95,shared_simulation_seed,3,2000,14054,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_true_mass,exp1_controlled_validity,policy_dependent_stress_test,action_structural_stress,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_true_mass,soft_attribution_true_mass,delay_setting,7.0,Action structural stress,0.11452699557319147,0.10681321234057228,0.1222777649565287,0.95,shared_simulation_seed,3,2000,14010,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,0.0,Zero,1.0,1.0,1.0,0.95,shared_simulation_seed,3,2000,15000,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,0.0,Zero,0.9993337448427725,0.9991379310344829,0.9997143673236218,0.95,shared_simulation_seed,3,2000,15000,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,zero_static,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,0.0,Zero,1.0,1.0,1.0,0.95,shared_simulation_seed,3,2000,15000,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,0.0,Zero,1.0,1.0,1.0,0.95,shared_simulation_seed,3,2000,15000,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,zero_static,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,0.0,Zero,0.9992666666666667,0.999,0.9996,0.95,shared_simulation_seed,3,2000,15000,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,unlabelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,zero_static,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,0.0,Zero,1.0,1.0,1.0,0.95,shared_simulation_seed,3,2000,15000,0,unlabelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,soft_attribution_em,Soft attribution EM,partial_attribution,none,False,True,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,1.0,Aligned static 15,1.0,1.0,1.0,0.95,shared_simulation_seed,3,2000,14955,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,soft_attribution_em_stationary_ablation,Stationary geometric EM ablation,partial_attribution,diagnostic_control,True,False,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,1.0,Aligned static 15,0.0,0.0,0.0,0.95,shared_simulation_seed,3,2000,14955,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
fig_exp1_attribution_diagnostics,mixture_labelled_soft_attribution_top1_accuracy,exp1_controlled_validity,source_binding_validity,aligned_static_delay_15,proxy_state,Filtered state proxy,proxy_state,none,False,True,soft_attribution_top1_accuracy,soft_attribution_top1_accuracy,delay_setting,1.0,Aligned static 15,1.0,1.0,1.0,0.95,shared_simulation_seed,3,2000,14955,0,mixture_labelled_posterior_diagnostics,Posterior attribution diagnostics; methods remain within the same information regime.,fast,False,
